203932,n203932.png,Aaron,Gordon,Forward,Forward,80.1,16.3,6.6,3,0.8,0.8,1.4,2.4,4.1,11.2,6.3,4.6,2.8,0.9
203933,n203933.png,T.J.,Warren,Forward,Forward,63.2,7.5,2.9,1,0.3,0.5,0.5,0.6,2.3,6.4,3.1,0.8,0.7,0.5
203935,n203935.png,Marcus,Smart,Guard,Guard,74.2,11.5,3.1,6.3,0.4,1.5,2.3,0.8,2.4,9.9,4.1,1.9,1.4,1.9
203937,n203937.png,Kyle,Anderson,Forward,Guard,73.9,9.4,5.3,4.9,0.9,1.1,1.5,1,4.4,7.2,3.7,2,1.4,0.6
203939,n203939.png,Dwight,Powell,Forward,Center,64.1,6.7,4.1,0.9,0.3,0.6,0.9,2,2.2,3.5,2.6,2.2,1.5,0
203943,n203943.png,Noah,Vonleh,Forward,Forward,53.9,1.1,2.1,0.3,0.3,0.1,0.5,0.8,1.3,1,0.5,0.1,0.1,0
203944,n203944.png,Julius,Randle,Forward,Center,91.7,25.1,10,4.1,0.3,0.6,2.8,1.8,8.1,18.6,8.5,6.9,5.2,2.8
203952,n203952.png,Andrew,Wiggins,Forward,Forward,78.5,17.1,5,2.3,0.8,1.2,1.3,1.6,3.4,14.3,6.8,1.9,1.2,2.4
203954,n203954.png,Joel,Embiid,Center,Forward,105.5,33.1,10.2,4.2,1.7,1,3.4,1.7,8.4,20.1,11,11.7,10,1
203967,n203967.png,Dario,Saric,Forward,Center,62.2,6.4,3.6,1.3,0.1,0.4,1,0.9,2.7,4.9,2.2,1.3,1.1,0.8
203991,n203991.png,Clint,Capela,Center,Center,78.9,12,11,0.9,1.2,0.7,0.8,4,7.1,8.2,5.4,2,1.2,0
203992,n203992.png,Bogdan,Bogdanovic,Guard,Guard,73,14,3.1,2.8,0.3,0.8,1.2,0.4,2.6,11.3,5.1,1.4,1.2,2.7
203994,n203994.png,Jusuf,Nurkic,Center,Center,78,13.3,9.1,2.9,0.8,0.8,2.3,2.2,6.9,9.7,5,3.7,2.4,0.8
203999,n203999.png,Nikola,Jokic,Center,Center,105.6,24.5,11.8,9.8,0.7,1.3,3.6,2.4,9.4,14.8,9.4,6,4.9,0.8
204001,n204001.png,Kristaps,Porzingis,Forward,Center,90,23.2,8.4,2.7,1.5,0.9,2.1,1.8,6.6,15.7,7.8,6.4,5.4,2.1
204060,n204060.png,Joe,Ingles,Forward,Guard,65.1,6.9,2.8,3.3,0.1,0.7,1.2,0.3,2.5,5.4,2.3,0.5,0.4,1.8
204456,n204456.png,T.J.,McConnell,Guard,Guard,70.7,8.7,3.1,5.3,0.1,1.1,1.9,0.6,2.5,6.9,3.8,0.9,0.8,0.3
1626145,n1626145.png,Tyus,Jones,Guard,Guard,71.3,10.3,2.5,5.2,0.1,1,0.9,0.4,2.2,8.9,3.9,1.2,1,1.5
1626149,n1626149.png,Montrezl,Harrell,Forward,Center,60.5,5.6,2.8,0.6,0.4,0.3,0.6,1.2,1.6,3.7,2.2,1.8,1.2,0
